Dalton Summers,50,ABATIÁ,PR,09507015728,08475711599204,Valido,Valido
Debra Jennings,58,ANGRA DOS REIS,RJ,54816784896,69500353849608,Valido,Valido
Andrew Olson,88,ACARI,RN,99281336383,92393983639915,Valido,Valido
Sarah Brown,35,ALTA FLORESTA D'OESTE,RO,17281287224,41420682752383,Valido,Valido
Miranda Pittman,37,AMAJARI,RR,71722038012,59659930319931,Valido,Valido
Pamela Manning,68,ACEGUÁ,RS,00067814891,63100755162838,Valido,Valido
Ann Collins,18,ABDON BATISTA,SC,92848876310,50612600931565,Valido,Valido
Kimberly Garcia,60,AMPARO DE SÃO FRANCISCO,SE,52063020906,83818138763026,Valido,Valido
Billy Cross,81,ADAMANTINA,SP,25745426659,08698401812890,Valido,Valido
Charles Rivera,60,ABREULÂNDIA,TO,86569526502,18767344587421,Valido,Valido
Abigail Bradley,41,ACRELÂNDIA,AC,14120370852,75214984462157,Valido,Valido
Jared Hernandez,72,ÁGUA BRANCA,AL,51072799707,70268860094409,Valido,Valido
Scott Jackson,87,ALVARÃES,AM,79455779978,03183153323626,Valido,Valido
Gregory Brown,31,SERRA DO NAVIO,AP,66210964885,34139727088243,Valido,Valido
Kelly Jenkins,79,ABAÍRA,BA,63740436506,57302550382603,Valido,Valido
Craig Reynolds,82,ABAIARA,CE,44084897434,42490414458532,Valido,Valido
Cindy Brown,28,Brasília,distrito federal,11561438537,89158131394480,Valido,Valido
Diana Armstrong,50,AFONSO CLÁUDIO,ES,21054162336,09255575472722,Valido,Valido
Travis Morris,35,ABADIA DE GOIÁS,GO,50975942239,96592493662984,Valido,Valido
Edwin Martin,44,AÇAILÂNDIA,MA,72655983262,41619731869500,Valido,Valido
Linda Vargas MD,62,ABADIA DOS DOURADOS,MG,66562524512,22415824790549,Valido,Valido
Brianna Francis,82,ÁGUA CLARA,MS,70450747000,64010620614680,Valido,Valido
Deborah Hill,33,ACORIZAL,MT,78461044894,12817923842072,Valido,Valido
Lindsey Koch,72,ABAETETUBA,PA,81900740834,31706819238930,Valido,Valido
Charles Yates,71,ÁGUA BRANCA,PB,65586683784,78616996600779,Valido,Valido
Matthew Martinez,85,ABREU E LIMA,PE,43986854304,21120314419212,Valido,Valido
Victor Bradley,77,ACAUÃ,PI,94252857058,47357837297302,Valido,Valido
Joshua Carr,25,ABATIÁ,PR,23939707112,05835122020570,Valido,Valido
Evan Cochran,68,ANGRA DOS REIS,RJ,70166695564,77938477219769,Valido,Valido
John Cline,62,ACARI,RN,48406074604,77536642656200,Valido,Valido
Sarah Ellis,20,ALTA FLORESTA D'OESTE,RO,11565659791,27017130239145,Valido,Valido
Amy Burnett,20,AMAJARI,RR,05461868665,78896522190996,Valido,Valido
Donald Edwards,48,ACEGUÁ,RS,96525798582,74381216820226,Valido,Valido
Michael Smith,30,ABDON BATISTA,SC,98860416680,13228968233809,Valido,Valido
Jordan Green,32,AMPARO DE SÃO FRANCISCO,SE,74265673627,93322502277502,Valido,Valido
Jennifer Perez,18,ADAMANTINA,SP,59999876447,67315158075059,Valido,Valido
Kimberly Berry,50,ABREULÂNDIA,TO,86157181648,67528221852023,Valido,Valido
Micheal Rhodes,64,ACRELÂNDIA,AC,01027123015,01567761068587,Valido,Valido
Maria Holt,23,ÁGUA BRANCA,AL,44011869902,76858860759935,Valido,Valido
Sara Lopez,87,ALVARÃES,AM,08215363628,06841435616413,Valido,Valido
Max Velasquez,21,SERRA DO NAVIO,AP,82095280172,94975675983705,Valido,Valido
Dawn Mcdonald,81,ABAÍRA,BA,05938215994,20546307325236,Valido,Valido
Brittany Brown,53,ABAIARA,CE,31627419713,55228737706506,Valido,Valido
Patricia Meyer MD,31,Brasília,distrito federal,43243581338,68879919276985,Valido,Valido
David Ray,37,AFONSO CLÁUDIO,ES,29800343555,73864442851427,Valido,Valido
Anthony Gross,39,ABADIA DE GOIÁS,GO,96562118476,46241882129385,Valido,Valido
Brittany Valencia,67,AÇAILÂNDIA,MA,28914778045,10142766881853,Valido,Valido
Logan Powell,60,ABADIA DOS DOURADOS,MG,79208533204,80572131619808,Valido,Valido
Andrew Mckinney,44,ÁGUA CLARA,MS,12452990698,05750437593809,Valido,Valido
Leroy Murphy,70,ACORIZAL,MT,33613085690,14759051804990,Valido,Valido
Kevin Burton,58,ABAETETUBA,PA,98943583656,90281213128519,Valido,Valido
Gregory Hayes,58,ÁGUA BRANCA,PB,17490517290,31171027002548,Valido,Valido
Jose Campbell,53,ABREU E LIMA,PE,18078365330,80533226507844,Valido,Valido
Jeremy Decker,28,ACAUÃ,PI,15095314240,44638202708603,Valido,Valido
Jenny Perez,75,ABATIÁ,PR,57306797425,05479656870807,Valido,Valido
Billy Rodriguez,85,ANGRA DOS REIS,RJ,15845046254,45458605325033,Valido,Valido
Aaron Hamilton,73,ACARI,RN,10688335993,96004515083166,Valido,Valido
Kathryn Bullock,51,ALTA FLORESTA D'OESTE,RO,43297123931,94922644081407,Valido,Valido
Rebecca Rowe,51,AMAJARI,RR,49114313421,10272842504030,Valido,Valido
Kenneth Elliott,66,ACEGUÁ,RS,30165654554,94604763578359,Valido,Valido
David Hughes,63,ABDON BATISTA,SC,52734128381,58501967514246,Valido,Valido
Jason Rose,49,AMPARO DE SÃO FRANCISCO,SE,79161800570,81720719081859,Valido,Valido
Donald Paul,50,ADAMANTINA,SP,37156750399,43457897571340,Valido,Valido
Dawn Smith,26,ABREULÂNDIA,TO,99591451237,87072454946483,Valido,Valido
Peter Munoz,49,ACRELÂNDIA,AC,53949179224,12276654408988,Valido,Valido
Mrs. Yesenia Barrett,88,ÁGUA BRANCA,AL,74610210525,50800865697977,Valido,Valido
Paul Thomas,88,ALVARÃES,AM,23560148880,69485546986030,Valido,Valido
Dr. Jennifer Williams,36,SERRA DO NAVIO,AP,44331026108,48607469045482,Valido,Valido
Darlene Wagner,69,ABAÍRA,BA,59392936893,11025510922525,Valido,Valido
Hannah Snyder,40,ABAIARA,CE,53907880102,13540261869460,Valido,Valido
Christopher Young,38,Brasília,distrito federal,24594975984,71848458367870,Valido,Valido
Tracy Dixon,25,AFONSO CLÁUDIO,ES,27102355440,39877727099541,Valido,Valido
Kathy Le,87,ABADIA DE GOIÁS,GO,29372127515,76533194657615,Valido,Valido
Keith Luna,68,AÇAILÂNDIA,MA,80907706819,27585581694200,Valido,Valido
Shannon Sweeney,77,ABADIA DOS DOURADOS,MG,64159559697,97541235412315,Valido,Valido
Elizabeth Bell,59,ÁGUA CLARA,MS,86267356345,66053445574233,Valido,Valido
Heidi Bradley,25,ACORIZAL,MT,56729505400,18466160426096,Valido,Valido
Terry Reed,61,ABAETETUBA,PA,51608865401,27132745372467,Valido,Valido
Diane Hernandez,41,ÁGUA BRANCA,PB,48111470576,40787478716700,Valido,Valido
Rachel Warren,33,ABREU E LIMA,PE,23376857210,29002233200112,Valido,Valido
Maria Williams,42,ACAUÃ,PI,01992242186,41141212436110,Valido,Valido
Anne Miller,77,ABATIÁ,PR,17120157701,77621947090119,Valido,Valido
Jennifer Lewis,22,ANGRA DOS REIS,RJ,78325186267,43532550380560,Valido,Valido
Michael Wright,43,ACARI,RN,30197762875,14820218734400,Valido,Valido
Brianna Robertson,53,ALTA FLORESTA D'OESTE,RO,89303268970,16406257442520,Valido,Valido
Melanie Robles,21,AMAJARI,RR,73948798010,95310373128058,Valido,Valido
Angela Williams,73,ACEGUÁ,RS,20273841890,30637559535113,Valido,Valido
Derek Young,21,ABDON BATISTA,SC,65502725219,66113865011107,Valido,Valido
Blake Cunningham,45,AMPARO DE SÃO FRANCISCO,SE,26809028587,61408220409971,Valido,Valido
Kelly Adams,44,ADAMANTINA,SP,86807627092,28686902548318,Valido,Valido
Deborah Thomas,69,ABREULÂNDIA,TO,84534791607,37602155361550,Valido,Valido
Crystal Trevino,66,ACRELÂNDIA,AC,09108571996,28098660785980,Valido,Valido
Denise West,44,ÁGUA BRANCA,AL,82636980148,20396929563240,Valido,Valido
Connie King,65,ALVARÃES,AM,88810344413,62060107406561,Valido,Valido
Andrew Alvarez,90,SERRA DO NAVIO,AP,20842441964,92817873519520,Valido,Valido
Michael Lewis,73,ABAÍRA,BA,00891731806,76409412012409,Valido,Valido
Sonia Alvarado,42,ABAIARA,CE,21276936478,93726855515266,Valido,Valido
Elizabeth Miller,79,Brasília,distrito federal,72350990036,41178451869687,Valido,Valido
Marc Cook,72,AFONSO CLÁUDIO,ES,44359336403,31571856880272,Valido,Valido
Patricia Mendoza,51,ABADIA DE GOIÁS,GO,62029146889,20732732058505,Valido,Valido
Michael Garcia,23,AÇAILÂNDIA,MA,64633032240,41439568362343,Valido,Valido
Mr. Jesse Fletcher,21,ABADIA DOS DOURADOS,MG,81282149008,48249914729001,Valido,Valido
Kyle Mora,63,ÁGUA CLARA,MS,00614722047,29653942966322,Valido,Valido
Leah Garcia,44,ACORIZAL,MT,16103865077,36497348564044,Valido,Valido
Anna Harrison,73,ABAETETUBA,PA,78361187898,86839992732692,Valido,Valido
Alexander Hodges,89,ÁGUA BRANCA,PB,99647012764,95097510088121,Valido,Valido
Anita Hernandez,30,ABREU E LIMA,PE,77322953584,10132381555681,Valido,Valido
Elizabeth Sims,88,ACAUÃ,PI,87840476740,29335557552958,Valido,Valido
David Clark,80,ABATIÁ,PR,83791685422,51219853830691,Valido,Valido
Nicole Lewis,87,ANGRA DOS REIS,RJ,16921102840,17303237697749,Valido,Valido
Angela Zamora,30,ACARI,RN,07417379907,38400146863308,Valido,Valido
David Flores,28,ALTA FLORESTA D'OESTE,RO,96029631900,16724741990112,Valido,Valido
Kent Andrews,35,AMAJARI,RR,70884125513,97138536375774,Valido,Valido
Patricia Martinez,24,ACEGUÁ,RS,96758923827,96521677622226,Valido,Valido
Meghan Morrison,42,ABDON BATISTA,SC,47591143786,14217451447844,Valido,Valido
Annette Herrera,43,AMPARO DE SÃO FRANCISCO,SE,92247570062,96306007257904,Valido,Valido
Barbara Leon MD,73,ADAMANTINA,sao  paulo,05086323231,98992168836002,Valido,Valido
Justin Andersen,30,ABREULÂNDIA,TO,34245687088,26866823178760,Valido,Valido
Wesley Lee,28,ACRELÂNDIA,AC,79111554452,34205707583747,Valido,Valido
Jonathan Anderson,62,ÁGUA BRANCA,AL,14567033906,25564852664057,Valido,Valido
Kathy Bowman,82,ALVARÃES,AM,22382453672,38323943041584,Valido,Valido
Leah King,82,SERRA DO NAVIO,AP,57425502518,10007906232807,Valido,Valido
Nicholas Johnson,70,ABAÍRA,BA,18410328674,32981852682342,Valido,Valido
Matthew Fields,77,ABAIARA,CE,82777457883,50160746531098,Valido,Valido
Thomas Smith,63,Brasília,DF,16023528449,92512736753777,Valido,Valido
Sara James,40,AFONSO CLÁUDIO,ES,65550822598,35281439947766,Valido,Valido
Keith Robinson,80,ABADIA DE GOIÁS,GO,39214566143,66501166914304,Valido,Valido
Andrew Wood,86,AÇAILÂNDIA,MA,43987115629,32050721294848,Valido,Valido
Gordon Stephens,30,ABADIA DOS DOURADOS,MG,82547425610,36913960886848,Valido,Valido
Amy Davis,62,ÁGUA CLARA,MS,29745132470,64947184518795,Valido,Valido
Kristin Mcdaniel,79,ACORIZAL,MT,82761811208,64709072009818,Valido,Valido
Julie Thompson,57,ABAETETUBA,PA,53030519783,67505872613516,Valido,Valido
Steven Ramos,66,ÁGUA BRANCA,PB,36310656473,80984026508456,Valido,Valido
Allison Mueller,29,ABREU E LIMA,PE,28020391134,58190936196414,Valido,Valido
Donna Zimmerman,56,ACAUÃ,PI,15689286885,95164540498786,Valido,Valido
Kayla Curtis,78,ABATIÁ,PR,82852548011,95366516900234,Valido,Valido
Gary Pineda,42,ANGRA DOS REIS,RJ,12458789722,38287874622145,Valido,Valido
Lisa Baxter,24,ACARI,RN,68379697650,65357433374222,Valido,Valido
Michelle Wilson,27,ALTA FLORESTA D'OESTE,RO,27377207027,33963172192000,Valido,Valido
Pamela Black,55,AMAJARI,RR,54283791466,08157026681165,Valido,Valido
Michael Boyd,41,ACEGUÁ,RS,31063350093,27199674682605,Valido,Valido
Carolyn Taylor,62,ABDON BATISTA,SC,54042845525,89986256634645,Valido,Valido
Nathan Floyd,76,AMPARO DE SÃO FRANCISCO,SE,11772208140,92625646258864,Valido,Valido
Stephen Torres,48,ADAMANTINA,sao  paulo,92254599470,51006075009924,Valido,Valido
Emily Wilson,86,ABREULÂNDIA,TO,57057488769,96720214047760,Valido,Valido
Amanda Hobbs,80,ACRELÂNDIA,AC,05055277580,54492254062557,Valido,Valido
Randy Bailey,32,ÁGUA BRANCA,AL,53066383415,40303858573425,Valido,Valido
Heather Mccarthy,42,ALVARÃES,AM,61865290700,86838303214241,Valido,Valido
William Davis,82,SERRA DO NAVIO,AP,28870789330,03081296955933,Valido,Valido
Devin Morris,38,ABAÍRA,BA,19435641679,76472727172260,Valido,Valido
Jenna White,32,ABAIARA,CE,72407555252,40260403080600,Valido,Valido
Kimberly Sherman,77,Brasília,DF,73212451955,02500244436617,Valido,Valido
David Mitchell,36,AFONSO CLÁUDIO,ES,72992871702,02121349200971,Valido,Valido
Victoria Sweeney,30,ABADIA DE GOIÁS,GO,75146548013,75527460849622,Valido,Valido
Patrick Johnson,72,AÇAILÂNDIA,MA,75069665227,80060366416537,Valido,Valido
Kevin Miller,33,ABADIA DOS DOURADOS,MG,27921075533,87627534085606,Valido,Valido
Lauren Morrison,76,ÁGUA CLARA,MS,25053233136,33874640779675,Valido,Valido
Bridget Jones,37,ACORIZAL,MT,52210218977,69774398704001,Valido,Valido
Joseph Rios,63,ABAETETUBA,PA,73693717605,84169834445400,Valido,Valido
Julie Walls,49,ÁGUA BRANCA,PB,28426029353,17121235479235,Valido,Valido
John Martinez,55,ABREU E LIMA,PE,24865138099,38279342891493,Valido,Valido
David Martinez,25,ACAUÃ,PI,60533839378,84780241685002,Valido,Valido
Seth Shea,87,ABATIÁ,PR,08800362907,49405163953922,Valido,Valido
Jaclyn Daniels,57,ANGRA DOS REIS,RJ,67643003050,46293293704892,Valido,Valido
Darrell Smith,80,ACARI,RN,99103515524,25226377457801,Valido,Valido
Joseph Williams,23,ALTA FLORESTA D'OESTE,RO,67827753604,89386233730232,Valido,Valido
Michelle Schmidt,40,AMAJARI,RR,02584310759,31364364069621,Valido,Valido
Christopher Crane,63,ACEGUÁ,RS,53198067014,14409710614409,Valido,Valido
Melody Arnold,28,ABDON BATISTA,SC,99587407024,70289857870560,Valido,Valido
Frank Miller,35,AMPARO DE SÃO FRANCISCO,SE,21086642708,05601484952360,Valido,Valido
Kelli Poole,22,ADAMANTINA,sao  paulo,34228364209,97538603622850,Valido,Valido
Brian Grant,40,ABREULÂNDIA,TO,25926134390,89905193753905,Valido,Valido
Alan Juarez,81,ACRELÂNDIA,AC,24323027451,06116849575430,Valido,Valido
Jennifer Herrera,44,ÁGUA BRANCA,AL,05944330538,44338019631100,Valido,Valido
Michael Anderson,47,ALVARÃES,AM,25816374206,04705908871616,Valido,Valido
Mr. Derrick Walker III,67,SERRA DO NAVIO,AP,86709815722,72983983233406,Valido,Valido
Lisa Adams,56,ABAÍRA,BA,17102683367,07752430833070,Valido,Valido
Phyllis Davis,81,ABAIARA,CE,10941674363,25441970136802,Valido,Valido
Kimberly Gaines,26,Brasília,DF,58990464145,51208722841996,Valido,Valido
Erika White,39,AFONSO CLÁUDIO,ES,86455095987,50531473539297,Valido,Valido
Stephanie Petersen,32,ABADIA DE GOIÁS,GO,20318573202,32598177031430,Valido,Valido
Timothy Thomas,57,AÇAILÂNDIA,MA,22135657409,83845376709590,Valido,Valido
Travis Griffin,23,ABADIA DOS DOURADOS,MG,19965886725,92969475277410,Valido,Valido
John Robinson,31,ÁGUA CLARA,MS,80671201379,08547368162755,Valido,Valido
Emily Smith,79,ACORIZAL,MT,31530403626,30097397584110,Valido,Valido
Tyler Fernandez,26,ABAETETUBA,PA,66089333204,85336615215932,Valido,Valido
Steven Martinez,37,ÁGUA BRANCA,PB,75262527701,99235616826457,Valido,Valido
Meghan Coffey,63,ABREU E LIMA,PE,66635918191,47268825370408,Valido,Valido
John Holmes,85,ACAUÃ,PI,07291253276,25881963791528,Valido,Valido
Jordan Brock,61,ABATIÁ,PR,29341177405,04081082954281,Valido,Valido
Stephanie Mendez,66,ANGRA DOS REIS,RJ,04752838800,82804534288805,Valido,Valido
Adrian Bryant,33,ACARI,RN,01562495020,97740191451412,Valido,Valido
Jose Burton,65,ALTA FLORESTA D'OESTE,RO,59565808875,35151610774001,Valido,Valido
Christopher Knight,76,AMAJARI,RR,85213801277,70860699845790,Valido,Valido
Tiffany Carrillo,61,ACEGUÁ,RS,47122359344,67964379096560,Valido,Valido
John Mcdonald,44,ABDON BATISTA,SC,26459873704,41080118373937,Valido,Valido
Dalton Pierce,32,AMPARO DE SÃO FRANCISCO,SE,77939530534,49747484805124,Valido,Valido
Michael Castillo,89,ADAMANTINA,são  paulo,11161836179,76065114066603,Valido,Valido
Amanda Barnett,37,ABREULÂNDIA,TO,29594053828,98967609682620,Valido,Valido
Jeffrey King,90,ACRELÂNDIA,AC,50066235944,15245381240961,Valido,Valido
Alex Murphy,34,ÁGUA BRANCA,AL,83064446398,19340044456087,Valido,Valido
Ryan Greene,82,ALVARÃES,AM,88527388600,20318973896125,Valido,Valido
Jennifer Bridges,26,SERRA DO NAVIO,AP,53239536242,53269139784690,Valido,Valido
Gregory Hughes,26,ABAÍRA,BA,99036807670,88470340152903,Valido,Valido
John Marshall,60,ABAIARA,CE,98671530817,13776589478708,Valido,Valido
Carol Perkins,24,Brasília,DF,34498482166,69068120112863,Valido,Valido
Julie Delgado,81,AFONSO CLÁUDIO,ES,62640338471,90383600838857,Valido,Valido
Hannah Hines,32,ABADIA DE GOIÁS,GO,20925286702,56685168062758,Valido,Valido
Joseph Gray,30,AÇAILÂNDIA,MA,45049201152,83634083265908,Valido,Valido
Christopher Harper,75,ABADIA DOS DOURADOS,MG,96242416190,53504090391121,Valido,Valido
Jason Williams,45,ÁGUA CLARA,MS,01081434490,25372710988314,Valido,Valido
Michael Taylor,52,ACORIZAL,MT,20428558984,23175643888440,Valido,Valido
Ashley Edwards,89,ABAETETUBA,PA,98621300753,45128781305324,Valido,Valido
Stacey Harris,64,ÁGUA BRANCA,PB,67999957410,86389884893405,Valido,Valido
Mary Mendez,37,ABREU E LIMA,PE,83291155939,86650022725516,Valido,Valido
Lynn Hancock MD,44,ACAUÃ,PI,48776888118,96434425424972,Valido,Valido
David Stevens,89,ABATIÁ,PR,62636269177,84064557299700,Valido,Valido
Anthony Jones,49,ANGRA DOS REIS,RJ,34492787119,42082003216920,Valido,Valido
Kelly Pena,59,ACARI,RN,08890379650,23232921240305,Valido,Valido
Michelle Bennett,51,ALTA FLORESTA D'OESTE,RO,50310567467,43603711768029,Valido,Valido
James Li,40,AMAJARI,RR,04812150426,93917858098821,Valido,Valido
Michael Thomas,87,ACEGUÁ,RS,24543065654,07723578866503,Valido,Valido
Bethany Diaz,27,ABDON BATISTA,SC,62099648506,00003495644263,Valido,Valido
Anthony Howard,57,AMPARO DE SÃO FRANCISCO,SE,83669510656,64352959508474,Valido,Valido
Carlos Payne,61,ADAMANTINA,são  paulo,35122289093,13257452253494,Valido,Valido
Craig Walker,71,ABREULÂNDIA,TO,74257783192,20137525954931,Valido,Valido
Kyle Williams,81,ACRELÂNDIA,AC,91581794886,53415639743407,Valido,Valido
Roy Townsend,48,ÁGUA BRANCA,AL,08507983375,76387898355108,Valido,Valido
Joseph Elliott,37,ALVARÃES,AM,99115506134,67475348317819,Valido,Valido
Joseph Ho,28,SERRA DO NAVIO,AP,49329225829,16966018967679,Valido,Valido
Darrell Sexton,51,ABAÍRA,BA,15368324219,61946809829469,Valido,Valido
Joseph Turner,87,ABAIARA,CE,30858177358,66737056871787,Valido,Valido
Heather Thomas,64,Brasília,DF,98851634769,68313717263993,Valido,Valido
Dawn Jones,21,AFONSO CLÁUDIO,ES,91183244100,87742757986093,Valido,Valido
Manuel Frank,69,ABADIA DE GOIÁS,GO,13163936237,48469721905808,Valido,Valido
Paul Brennan,47,AÇAILÂNDIA,MA,29019278231,37793898062990,Valido,Valido
Erin Obrien,18,ABADIA DOS DOURADOS,MG,56139719860,04451999609124,Valido,Valido
Peter Jackson,74,ÁGUA CLARA,MS,10433110090,57978318055141,Valido,Valido
Susan Silva,61,ACORIZAL,MT,02242021460,41574152054277,Valido,Valido
Madeline Hill,28,ABAETETUBA,PA,76762652824,87230981043380,Valido,Valido
Mr. Charles Schwartz,47,ÁGUA BRANCA,PB,01473369290,78060778010570,Valido,Valido
Melissa Petersen,90,ABREU E LIMA,PE,92665808641,23803319894828,Valido,Valido
Kathryn Fowler,39,ACAUÃ,PI,17694391294,34971771669889,Valido,Valido
Shane Villa,59,ABATIÁ,PR,79415329998,51204149855650,Valido,Valido
Heather Mosley,84,ANGRA DOS REIS,RJ,73696720852,92484077361979,Valido,Valido
Michael Benson,20,ACARI,RN,56297605300,95009048358993,Valido,Valido
Joel Kelly,73,ALTA FLORESTA D'OESTE,RO,75297450500,70150966108048,Valido,Valido
Miss Christine Allen DVM,31,AMAJARI,RR,63331267805,37874234002111,Valido,Valido
Jose Jenkins,73,ACEGUÁ,RS,66424092307,95869381658771,Valido,Valido
David Gill,81,ABDON BATISTA,SC,65601866953,16777448762676,Valido,Valido
Aaron Franco,33,AMPARO DE SÃO FRANCISCO,SE,64379535517,52729900630864,Valido,Valido
Allen Powell,90,ADAMANTINA,são  paulo,28146746330,75062174631412,Valido,Valido
Amber Taylor,41,ABREULÂNDIA,TO,10401840492,27510140066930,Valido,Valido
Vanessa Haynes,32,ACRELÂNDIA,AC,75791090854,64644828102910,Valido,Valido
Darren Davis,61,ÁGUA BRANCA,AL,11841573329,80592980588081,Valido,Valido
Daniel Davis,45,ALVARÃES,AM,80610637355,91637625761158,Valido,Valido
William Morales,22,SERRA DO NAVIO,AP,26217700379,39881898166918,Valido,Valido
Christina Simpson,67,ABAÍRA,BA,83852685370,93064181937780,Valido,Valido
Kevin Wright,75,ABAIARA,CE,24326051442,68004443313214,Valido,Valido
Adam Cannon,67,Brasília,DF,97123605390,38051143111517,Valido,Valido
Jason Hall,58,AFONSO CLÁUDIO,ES,20821547348,12558696147768,Valido,Valido
Matthew Wagner,67,ABADIA DE GOIÁS,GO,55234980170,58608836326776,Valido,Valido
Colleen Hall,41,AÇAILÂNDIA,MA,08946760915,38721671317231,Valido,Valido
Robert Smith,61,ABADIA DOS DOURADOS,MG,87241892437,70885137114755,Valido,Valido
Ashley Nash,67,ÁGUA CLARA,MS,19486718750,87875762986740,Valido,Valido
Jennifer Sullivan,60,ACORIZAL,MT,09588951712,62350742993772,Valido,Valido
Daisy Herrera,37,ABAETETUBA,PA,49166470684,40849370899506,Valido,Valido
Joshua Garcia,85,ÁGUA BRANCA,PB,71461682045,91915626999105,Valido,Valido
William Joseph,49,ABREU E LIMA,PE,32100992864,17806292816432,Valido,Valido
Jackie Ford,22,ACAUÃ,PI,72634458401,24836512266932,Valido,Valido
Laura Wagner,55,ABATIÁ,PR,17016662608,21142998414880,Valido,Valido
Justin Day,23,ANGRA DOS REIS,rio de  janeiro,65453295708,80358716562011,Valido,Valido
Chloe Lambert,76,ACARI,RN,17895378864,80378236559224,Valido,Valido
Gary Christensen,53,ALTA FLORESTA D'OESTE,RO,48442882456,37749502065175,Valido,Valido
Virginia Thomas,20,AMAJARI,RR,21988421578,38277737307879,Valido,Valido
Nicole Spence,33,ACEGUÁ,RS,35001275768,39119095680306,Valido,Valido
Bryan Arellano,58,ABDON BATISTA,SC,73551845719,26593989986970,Valido,Valido
Thomas Thompson,34,AMPARO DE SÃO FRANCISCO,SE,95227612064,24497914052801,Valido,Valido
Tony Murphy,66,ADAMANTINA,SP,09163622211,32375015123710,Valido,Valido
Jamie Jones,23,ABREULÂNDIA,TO,10635967260,34835066619750,Valido,Valido
Robert Fisher MD,25,ACRELÂNDIA,AC,55176696975,94065124126208,Valido,Valido
